,Route,Direction,Stop,Model,RMSE,MAE
2,75,1,2605,random forest,33.34318301824489,20.36574288349892
0,51D,2,2147,lin_reg,14.228317091345929,10.00913649720728
1,51D,2,2147,decision Tree,0.0,0.0
2,51D,2,2147,random forest,8.566789504207936,5.338084953203744
0,31,1,710,lin_reg,15.410933775184581,12.524472352509637
1,31,1,710,decision Tree,0.0,0.0
2,31,1,710,random forest,7.648542872550417,5.111111111111112
0,17A,1,998,lin_reg,16.70285295066125,11.50214364977863
1,17A,1,998,decision Tree,4.400428141072755,1.3825720620153612
2,17A,1,998,random forest,9.890827083649091,5.844032199960481
0,27B,1,1246,lin_reg,47.62685794872034,28.89145594204782
1,27B,1,1246,decision Tree,11.7982338963072,4.270318116511165
2,27B,1,1246,random forest,24.65029272947471,14.199125488488871
0,130,1,521,lin_reg,24.538184018073093,18.678029427906775
1,130,1,521,decision Tree,10.327592212246005,4.52857887528487
2,130,1,521,random forest,15.466221240918532,10.174433238607303
0,17,1,1307,lin_reg,20.29284970443405,13.868777618021868
1,17,1,1307,decision Tree,2.380192319424114,0.5899116796961037
2,17,1,1307,random forest,11.576370632208887,6.63808684384287
0,67,1,3886,lin_reg,42.144992024228436,29.488576795232895
1,67,1,3886,decision Tree,7.344503581678921,1.8238284709313144
2,67,1,3886,random forest,23.549574337788343,14.073777919243318
0,25B,1,7140,lin_reg,17.516394677502454,12.749386606670718
1,25B,1,7140,decision Tree,2.1716588408499646,0.48534149528419274
2,25B,1,7140,random forest,9.331798294396421,5.572376105676481
0,4,1,191,lin_reg,26.31696381114653,19.988065724914012
1,4,1,191,decision Tree,9.22161689192532,3.2491517575290314
2,4,1,191,random forest,16.683262440783125,10.986795253901446
0,42D,1,3628,lin_reg,13.725971131590695,10.34565197311769
1,42D,1,3628,decision Tree,0.0,0.0
2,42D,1,3628,random forest,7.934578937080557,4.569105691056911
0,44,1,4086,lin_reg,16.49679191349709,8.208651537591551
1,44,1,4086,decision Tree,1.6645405651696839,0.405947902477273
2,44,1,4086,random forest,6.9545608481692245,3.7245680295099337
0,84,1,7272,lin_reg,24.723917325352403,5.279544470733594
1,84,1,7272,decision Tree,0.7115631995804844,0.0931341577178392
2,84,1,7272,random forest,18.07350640963333,2.7002255183711985
0,25B,1,6289,lin_reg,116.63159137113614,43.971341256513234
1,25B,1,6289,decision Tree,12.548166469722222,3.2908919973703874
2,25B,1,6289,random forest,71.39246443769552,22.6264020935833
0,41C,2,5029,lin_reg,37.108795521600086,26.420076636072015
1,41C,2,5029,decision Tree,8.402205263472368,2.7435560741220586
2,41C,2,5029,random forest,21.796478050095125,13.463014087109038
0,161,2,4337,lin_reg,26.366991650485414,19.05442799925561
1,161,2,4337,decision Tree,0.0,0.0
2,161,2,4337,random forest,14.029023204182536,8.196428571428571
0,220,2,1545,lin_reg,35.62285372959304,22.304717106565707
1,220,2,1545,decision Tree,0.0,0.0
2,220,2,1545,random forest,18.50961800362255,8.902628811777078
0,46A,2,798,lin_reg,27.59554584321162,19.59825562396606
1,46A,2,798,decision Tree,10.954829956993501,4.610681572426758
2,46A,2,798,random forest,17.32753629196333,11.102321600705384
0,16,2,1333,lin_reg,26.48383986194461,18.019448459002977
1,16,2,1333,decision Tree,5.007540523433001,1.5586166220238125
2,16,2,1333,random forest,15.263993507454984,9.15456047150033
0,65B,2,6343,lin_reg,44.399277461214716,24.363643121740793
1,65B,2,6343,decision Tree,3.377676396981333,0.774843708303155
2,65B,2,6343,random forest,20.22729281413408,10.332577423204237
0,17,1,2434,lin_reg,67.48464906361922,50.41106373341746
1,17,1,2434,decision Tree,14.304183675469538,3.7757416127064536
2,17,1,2434,random forest,37.890910766593464,23.093729055362715
0,236,2,6274,lin_reg,38.00868311907558,27.5394418914322
1,236,2,6274,decision Tree,0.0,0.0
2,236,2,6274,random forest,17.656725737466616,10.769021739130435
0,7D,2,3237,lin_reg,12.285267903688338,9.434572399752044
1,7D,2,3237,decision Tree,0.0,0.0
2,7D,2,3237,random forest,6.798587245190427,4.593548387096774
0,41D,2,1637,lin_reg,8.038873388460929e-14,6.821210263296962e-14
1,41D,2,1637,decision Tree,0.0,0.0
2,41D,2,1637,random forest,8.77876225140348,6.2666666666666675
0,45A,2,2997,lin_reg,54.876129051367975,31.597585099409056
1,45A,2,2997,decision Tree,6.075320751903248,1.1155152452417507
2,45A,2,2997,random forest,34.02142882165647,14.031506161994994
0,104,1,225,lin_reg,13.014539768610733,9.049410142814537
1,104,1,225,decision Tree,0.5421339930397894,0.07173101673101673
2,104,1,225,random forest,7.628520559205426,4.314832224832226
0,51D,1,2136,lin_reg,9.484100365309786,7.201259095591231
1,51D,1,2136,decision Tree,0.0,0.0
2,51D,1,2136,random forest,5.954123944193639,3.536062378167642
0,59,1,3095,lin_reg,35.054048418745076,13.296547982044872
1,59,1,3095,decision Tree,2.552124291480202,0.7177296625589333
2,59,1,3095,random forest,17.156191885001125,6.185019453746385
0,145,2,2061,lin_reg,23.519506301852473,17.714448907349922
1,145,2,2061,decision Tree,7.216256608382629,2.615403015756799
2,145,2,2061,random forest,14.52708798975592,9.366667579187403
0,49,2,4880,lin_reg,29.320872465094133,22.147387947281214
1,49,2,4880,decision Tree,3.613343760981187,0.6759539380626696
2,49,2,4880,random forest,16.813590633590582,10.52006790564548
0,220,1,1835,lin_reg,16.791885932260943,13.181981749679576
1,220,1,1835,decision Tree,0.3397654562393488,0.017664172901080633
2,220,1,1835,random forest,9.672925273912334,5.985018356885564
0,46E,2,7555,lin_reg,217.8947334109262,146.1417771611252
1,46E,2,7555,decision Tree,0.0,0.0
2,46E,2,7555,random forest,126.75241261308241,69.89763779527557
0,42D,2,3656,lin_reg,26.215790038289374,20.81521374084455
1,42D,2,3656,decision Tree,0.0,0.0
2,42D,2,3656,random forest,15.12721189388645,9.073809523809524
0,14,1,2865,lin_reg,49.22602830598232,34.06613811778767
1,14,1,2865,decision Tree,14.899002660463433,5.515249814892851
2,14,1,2865,random forest,28.098175274353434,16.538450881459852
0,69,2,4409,lin_reg,23.781281349975597,17.125415464772697
1,69,2,4409,decision Tree,3.2861177550063756,0.603126807635941
2,69,2,4409,random forest,13.168159364196006,7.831200404989127
0,13,1,2160,lin_reg,73.34830751111235,45.32321369528142
1,13,1,2160,decision Tree,16.252788714443664,4.753379213904434
2,13,1,2160,random forest,38.5223730483059,19.35396090040667
0,17,1,865,lin_reg,16.713938898530255,10.612237417731507
1,17,1,865,decision Tree,1.6815378115683035,0.29195664547024647
2,17,1,865,random forest,9.25694008447487,5.10719266288558
0,33,1,1628,lin_reg,19.45528688484543,13.596186806905433
1,33,1,1628,decision Tree,1.8299733943543042,0.28847362262553833
2,33,1,1628,random forest,10.665868379376933,6.370586238393766
0,40,1,1608,lin_reg,19.109440840055356,14.292982382901478
1,40,1,1608,decision Tree,7.4940057383879966,3.0238166102359965
2,40,1,1608,random forest,11.957675648876318,7.586938383557387
0,13,1,39,lin_reg,21.278778213664427,15.167041500179762
1,13,1,39,decision Tree,5.86777852107654,1.8626429997846168
2,13,1,39,random forest,12.891423346018973,7.650434516681929
0,31D,2,593,lin_reg,21.047449231787283,15.33955150354546
1,31D,2,593,decision Tree,0.0,0.0
2,31D,2,593,random forest,12.845294808645816,8.035971223021583
0,67,1,493,lin_reg,74.03346316267049,43.999609831867815
1,67,1,493,decision Tree,10.502655318613785,2.6602498943129333
