,Route,Direction,Stop,Model,RMSE,MAE
1,7D,2,3536,decision Tree,0.0,0.0
2,7D,2,3536,random forest,12.845414045668674,5.177156177156177
0,83,2,319,lin_reg,98.19574954238021,61.151740426003336
1,83,2,319,decision Tree,23.4797352503018,7.832053532145516
2,83,2,319,random forest,58.21400631211065,31.422728631213563
0,145,1,5091,lin_reg,17.4897087782618,12.296571609761273
1,145,1,5091,decision Tree,5.327519242093484,1.9951235747693563
2,145,1,5091,random forest,10.859037204342505,6.85775842607039
0,84,2,3153,lin_reg,44.32605915118431,33.76254020629315
1,84,2,3153,decision Tree,2.7635272063069567,0.3811755754232452
2,84,2,3153,random forest,25.115332026820827,15.148343356845356
0,66,2,1472,lin_reg,36.110136368825295,27.1761688780334
1,66,2,1472,decision Tree,5.700809257946844,1.236390904705348
2,66,2,1472,random forest,21.086723377934234,13.310532435805898
0,33X,2,3861,lin_reg,6.327221959224399,4.336243766592625
1,33X,2,3861,decision Tree,0.0,0.0
2,33X,2,3861,random forest,3.648899205076105,2.056603773584906
0,41C,1,85,lin_reg,27.550511616366947,21.30450277961014
1,41C,1,85,decision Tree,8.805981470899713,2.852395551462736
2,41C,1,85,random forest,16.117068291073068,10.175632283630039
0,17,2,2414,lin_reg,22.46827437358539,17.651364041542077
1,17,2,2414,decision Tree,2.433940765074104,0.4144830106187316
2,17,2,2414,random forest,11.909986151381736,7.695338894625473
0,38,2,4989,lin_reg,65.22759113761236,28.15382013985463
1,38,2,4989,decision Tree,2.540936928244927,0.4706861191262933
2,38,2,4989,random forest,45.69058370408349,15.135690430876961
0,67X,2,7082,lin_reg,26.968595138827457,20.745644377602108
1,67X,2,7082,decision Tree,0.5284948720333484,0.03873598369011213
2,67X,2,7082,random forest,14.659682006989152,9.59263506625892
0,76A,2,2112,lin_reg,65.52001144218393,30.496116174899655
1,76A,2,2112,decision Tree,0.0,0.0
2,76A,2,2112,random forest,29.172588395617346,12.001618122977346
0,15,1,1283,lin_reg,58.13412439823907,43.21984938065423
1,15,1,1283,decision Tree,14.629087750213994,4.548824397295561
2,15,1,1283,random forest,31.468517811683807,19.667178105889132
0,41B,1,1174,lin_reg,67.30993750938929,32.876776978475036
1,41B,1,1174,decision Tree,1.8486010196431597,0.24345099345099347
2,41B,1,1174,random forest,40.96556305430415,16.437547520651915
0,16,1,212,lin_reg,74.90251043977047,55.89657926749864
1,16,1,212,decision Tree,0.0,0.0
2,16,1,212,random forest,41.24101051546715,24.581740976645438
0,47,1,2010,lin_reg,36.046621703367585,25.183153043182585
1,47,1,2010,decision Tree,3.532198677885953,0.6972792881932095
2,47,1,2010,random forest,21.619263435350607,11.980718017812864
0,25B,1,493,lin_reg,83.15731967144413,49.8315516260528
1,25B,1,493,decision Tree,10.292060750557733,2.5698010517934504
2,25B,1,493,random forest,38.96345588349685,21.038513736885502
0,33X,1,3784,lin_reg,17.29482298515409,13.549357462653417
1,33X,1,3784,decision Tree,4.102605392911002,0.971323914181057
2,33X,1,3784,random forest,10.628043627841926,6.9131868131868135
0,31,1,528,lin_reg,17.349943545528593,12.788842250854803
1,31,1,528,decision Tree,2.6879759430114154,0.5994363080856161
2,31,1,528,random forest,10.315491026587996,6.417605640367612
0,41B,2,7603,lin_reg,26.990446561239235,19.65675200255008
1,41B,2,7603,decision Tree,5.861499226330828,1.5159419270100387
2,41B,2,7603,random forest,15.771151919593049,9.245373831350722
0,104,2,1749,lin_reg,288.509557905611,162.51179682468597
1,104,2,1749,decision Tree,39.04996869122793,5.42424128406174
2,104,2,1749,random forest,184.5498567555084,78.49305781432805
0,66B,1,7187,lin_reg,17.535354539904052,12.66080914538943
1,66B,1,7187,decision Tree,1.622184585158194,0.25143124389810895
2,66B,1,7187,random forest,9.216426357848823,5.458386140264448
0,49,2,4756,lin_reg,17.785649577581403,13.08972805383213
1,49,2,4756,decision Tree,3.0394108831391615,0.7248593213756273
2,49,2,4756,random forest,10.694423176698418,6.5975160790220055
0,7D,2,470,lin_reg,7.23536410852852,5.204595333726871
1,7D,2,470,decision Tree,0.0,0.0
2,7D,2,470,random forest,4.063563067416006,2.3376344086021503
0,236,2,7334,lin_reg,44.02020275013267,31.190699504697587
1,236,2,7334,decision Tree,0.0,0.0
2,236,2,7334,random forest,21.571908172950817,12.940217391304348
0,83,2,2497,lin_reg,32.237796035657894,19.123997962641027
1,83,2,2497,decision Tree,4.3419732881530955,1.1152428238210497
2,83,2,2497,random forest,20.18828056287113,9.665740665704206
0,84X,2,6058,lin_reg,50.24959561156921,37.52527994246555
1,84X,2,6058,decision Tree,0.32018901980449194,0.01680672268907563
2,84X,2,6058,random forest,28.5280424556121,16.39131652661064
0,25A,1,4613,lin_reg,20.75110248626734,14.494554171529014
1,25A,1,4613,decision Tree,6.65609766866861,2.7256811320318906
2,25A,1,4613,random forest,11.691634333577761,7.1666655218524085
0,42,1,6052,lin_reg,27.0258704592335,18.40643522116832
1,42,1,6052,decision Tree,4.175089431168952,0.9972522303470805
2,42,1,6052,random forest,15.736429837125153,8.549695795301266
0,18,2,2783,lin_reg,41.360272382766134,28.677593545391897
1,18,2,2783,decision Tree,8.339676898869003,2.5121289315597175
2,18,2,2783,random forest,22.64996729804215,13.426623698874941
0,1,1,45,lin_reg,29.433156817932137,21.172546000979636
1,1,1,45,decision Tree,6.490650733045551,1.8878835845061983
2,1,1,45,random forest,17.48580194765269,10.70145930335667
0,33E,1,7170,lin_reg,32.11433991379853,25.26898476478916
1,33E,1,7170,decision Tree,0.0,0.0
2,33E,1,7170,random forest,32.55729991534584,22.2
0,33,1,292,lin_reg,1241.9357650475831,886.8623432207212
1,33,1,292,decision Tree,0.0,0.0
2,33,1,292,random forest,1535.2745773241272,837.0595238095239
0,63,2,3298,lin_reg,16.733418564668096,7.980631600733383
1,63,2,3298,decision Tree,0.0,0.0
2,63,2,3298,random forest,8.519890942181517,3.734375
0,37,1,1678,lin_reg,15.05000602038112,11.85271709726585
1,37,1,1678,decision Tree,5.121605636112016,1.9166071452872877
2,37,1,1678,random forest,9.232160667706456,6.025590294867513
0,142,1,7398,lin_reg,133.05873728704154,104.93778758778264
1,142,1,7398,decision Tree,0.0,0.0
2,142,1,7398,random forest,75.5075311490476,47.0814332247557
0,67,2,1478,lin_reg,50.22609563259694,31.89250487900635
1,67,2,1478,decision Tree,7.596949184488949,2.1308511167537496
2,67,2,1478,random forest,28.510561902480152,15.947167259799027
0,39A,2,751,lin_reg,22.644884513486435,13.601441201780352
1,39A,2,751,decision Tree,4.961805235702358,1.695771910640021
2,39A,2,751,random forest,11.977288364185974,6.610692095589885
0,38B,1,60,lin_reg,18.691263666218777,14.280754807331551
1,38B,1,60,decision Tree,0.0,0.0
2,38B,1,60,random forest,11.70565035399177,7.258186397984887
0,40B,2,51,lin_reg,45.350589940190595,33.73312283229065
1,40B,2,51,decision Tree,0.17524233661763894,0.008950617283950616
2,40B,2,51,random forest,27.0316762205033,16.709089506172838
0,75,1,2864,lin_reg,18.810415960960622,11.581328624297832
1,75,1,2864,decision Tree,3.560591540518047,1.035530970156435
2,75,1,2864,random forest,11.403343952874087,4.955759293121908
0,75,2,4397,lin_reg,17.156465111641676,12.912366300893366
1,75,2,4397,decision Tree,2.8212277263974253,0.6169904172124503
2,75,2,4397,random forest,9.695396576739258,5.9589254048897695
0,145,2,2060,lin_reg,26.93880599609615,19.6018360368108
1,145,2,2060,decision Tree,8.80721085849704,3.374677421280351
2,145,2,2060,random forest,16.97421955061393,10.850685925921287
0,68,1,1959,lin_reg,38.52796538581572,26.165761285630243
1,68,1,1959,decision Tree,1.3077846345954278,0.1266777724892908
2,68,1,1959,random forest,20.00720930610163,11.921512271244541
0,185,2,2113,lin_reg,22.72994580352845,16.909664213014565
1,185,2,2113,decision Tree,0.7524897030487202,0.03900470746469401
2,185,2,2113,random forest,12.83203476061526,7.247119479937233
0,39A,1,1899,lin_reg,32.61068535218307,23.423718504247343
1,39A,1,1899,decision Tree,9.33802795842893,2.9223750846794556
2,39A,1,1899,random forest,19.91604433710381,12.32647270210889
0,220,1,1532,lin_reg,18.96217377210262,13.669302398016521
1,220,1,1532,decision Tree,0.19465389112046944,0.019101123595505618
2,220,1,1532,random forest,10.071425423977725,6.157698709945901
0,140,1,191,lin_reg,25.02027806744959,19.485110984899084
1,140,1,191,decision Tree,13.146609676906255,6.672389300775029
2,140,1,191,random forest,16.90471976092453,11.71298627588427
0,120,2,75,lin_reg,35.48888282061722,25.04797775148192
1,120,2,75,decision Tree,12.921661391591932,5.135790024607632
2,120,2,75,random forest,20.33495940816827,13.424302925494048
0,7,2,7640,lin_reg,97.98484434848572,31.724620612662502
1,7,2,7640,decision Tree,8.0169702302999,1.919344642470817
2,7,2,7640,random forest,57.0360039859312,16.548939795079967
0,67,2,3373,lin_reg,43.630563725026896,21.915639139160156
1,67,2,3373,decision Tree,6.489081618826785,1.8029106827987078
2,67,2,3373,random forest,24.715269392160643,11.302433241329727
0,161,2,2940,lin_reg,15.959890877706435,12.694960273151416
1,161,2,2940,decision Tree,0.0,0.0
2,161,2,2940,random forest,9.862686885052804,6.626666666666668
0,33D,1,3718,lin_reg,79.82956399198576,32.67418797427562
1,33D,1,3718,decision Tree,0.0,0.0
2,33D,1,3718,random forest,40.52641012593484,11.16358024691358
0,111,1,3226,lin_reg,23.65226948791122,16.272019254990212
1,111,1,3226,decision Tree,0.3750621254945767,0.03225314077726899
2,111,1,3226,random forest,14.285034339329592,8.198710646355027
0,18,1,2318,lin_reg,17.413813376993488,12.935031127645534
1,18,1,2318,decision Tree,2.4815806933601836,0.5401678155278371
2,18,1,2318,random forest,10.343533371344169,6.249657072254033
0,33E,1,1623,lin_reg,8.476102353922327,7.3841486225914785
1,33E,1,1623,decision Tree,0.0,0.0
2,33E,1,1623,random forest,4.721538869153709,3.787878787878787
0,31,1,721,lin_reg,13.545259405153283,10.642056789319305
1,31,1,721,decision Tree,0.0,0.0
2,31,1,721,random forest,8.365609138136504,4.718905472636816
0,31D,1,537,lin_reg,24.90532612641669,17.170502721030296
1,31D,1,537,decision Tree,0.0,0.0
2,31D,1,537,random forest,12.494505396880067,7.335664335664336
0,9,2,195,lin_reg,59.649223850730166,38.51258818590983
1,9,2,195,decision Tree,14.57055190814413,5.02449456971727
2,9,2,195,random forest,37.72948796479535,20.603073029628924
0,70D,2,1840,lin_reg,94.24423711231682,72.83667993545957
1,70D,2,1840,decision Tree,0.0,0.0
2,70D,2,1840,random forest,55.845708154396746,36.969418960244646
0,51D,2,4690,lin_reg,22.264512405947595,17.597961939435802
1,51D,2,4690,decision Tree,0.0,0.0
2,51D,2,4690,random forest,12.92078315841964,8.56578947368421
0,66X,2,1476,lin_reg,151.12958260141903,114.08003059665026
1,66X,2,1476,decision Tree,8.911899885837867,0.7458718739294279
2,66X,2,1476,random forest,99.41851851534209,55.93275779376499
0,63,1,3126,lin_reg,31.82249621853167,20.86604743575194
1,63,1,3126,decision Tree,8.803480210385448,2.8446430954121737
2,63,1,3126,random forest,20.452035095088537,10.62682844272318
0,33A,1,3762,lin_reg,15.554835659996119,7.5847739062822965
1,33A,1,3762,decision Tree,0.07248741117436229,0.008296460176991151
2,33A,1,3762,random forest,8.374279933529394,3.4564896755162247
0,25B,2,4633,lin_reg,41.523736187298105,30.779747215992884
1,25B,2,4633,decision Tree,10.582751372548858,2.9797845415103814
2,25B,2,4633,random forest,24.954917039181893,14.763647098176556
0,38B,1,1816,lin_reg,77.85180014097644,59.601716558444835
1,38B,1,1816,decision Tree,0.0,0.0
2,38B,1,1816,random forest,44.948220850796666,27.453668763102723
0,27B,2,1242,lin_reg,18.167184526100367,11.589401486373568
1,27B,2,1242,decision Tree,4.414230490447082,1.6439935056926431
2,27B,2,1242,random forest,10.522685905853828,5.911666511938492
0,29A,2,4804,lin_reg,26.983089861434113,18.44005721410362
1,29A,2,4804,decision Tree,4.922818092558721,1.367695846577126
2,29A,2,4804,random forest,15.16170825791993,9.026419582695375
0,161,1,4987,lin_reg,42.59439456819337,32.33778489594792
1,161,1,4987,decision Tree,0.0,0.0
2,161,1,4987,random forest,19.225455868837862,10.384976525821596
0,84A,1,3119,lin_reg,36.317795066329936,18.534179576403254
1,84A,1,3119,decision Tree,0.20674122831179798,0.017096774193548388
2,84A,1,3119,random forest,20.634665489235545,8.598378136200717
0,41D,2,4432,lin_reg,1.9819387827669033e-12,1.6863547595373045e-12
1,41D,2,4432,decision Tree,0.0,0.0
2,41D,2,4432,random forest,4.37374320572546,2.722222222222222
0,54A,2,2410,lin_reg,15.186621070581067,10.576289906445927
1,54A,2,2410,decision Tree,1.4110617120736102,0.2439062339610929
2,54A,2,2410,random forest,9.195177098495991,5.134751669272071
0,16D,1,52,lin_reg,29.993469650945258,25.100197769983396
1,16D,1,52,decision Tree,0.0,0.0
2,16D,1,52,random forest,24.805761435131313,16.237288135593218
0,16C,2,320,lin_reg,32.1721084317977,27.0858990587313
1,16C,2,320,decision Tree,0.0,0.0
2,16C,2,320,random forest,17.82487124380953,11.217320261437907
0,65B,1,2575,lin_reg,21.994978134315026,15.613031863974987
1,65B,1,2575,decision Tree,2.6801425195680353,0.5787427016085254
2,65B,1,2575,random forest,12.589243403752578,7.584405856821105
0,68,2,1473,lin_reg,384.45505527388485,268.83090788012237
1,68,2,1473,decision Tree,0.0,0.0
2,68,2,1473,random forest,182.0999661527339,86.98631074606435
0,40,2,4363,lin_reg,14.973337365643404,11.555860454004346
1,40,2,4363,decision Tree,4.846801783493148,1.7316238616637827
2,40,2,4363,random forest,9.57311052585048,6.289076771608361
0,40,2,1511,lin_reg,22.990856334986578,17.929138620292207
1,40,2,1511,decision Tree,7.743872371603675,2.8730463544815605
2,40,2,1511,random forest,14.218832075668278,9.309230260923588
0,67,2,3950,lin_reg,30.78289186612887,15.822664662405014
1,67,2,3950,decision Tree,4.169599943296332,1.1672632518033876
2,67,2,3950,random forest,18.944468882549632,8.219970510360968
0,25,2,2247,lin_reg,33.087088868867426,25.431777207446736
1,25,2,2247,decision Tree,5.622390234292408,1.1747155503400937
2,25,2,2247,random forest,19.35443692271358,12.186359934746964
0,16D,1,1305,lin_reg,65.62963939424358,44.51124762863601
1,16D,1,1305,decision Tree,0.0,0.0
2,16D,1,1305,random forest,37.183111813606004,21.46892655367232
0,161,1,7449,lin_reg,10.587752806218504,8.014168108732397
1,161,1,7449,decision Tree,0.0,0.0
2,161,1,7449,random forest,8.459963809279623,4.972222222222222
0,29A,2,7551,lin_reg,32.379779139844516,24.09267016444032
1,29A,2,7551,decision Tree,10.755361245802652,3.990199516535644
2,29A,2,7551,random forest,20.34906417834972,13.065119686972238
0,84,2,3159,lin_reg,20.06413631700541,11.473701244378082
1,84,2,3159,decision Tree,1.3354048439925044,0.23965143137117656
2,84,2,3159,random forest,9.625298065882347,5.129700279766628
0,15A,1,1283,lin_reg,52.321482396712256,37.85192850515211
1,15A,1,1283,decision Tree,9.50041728047764,2.145097066022836
2,15A,1,1283,random forest,28.823588711851716,17.6369159906392
0,33A,1,3785,lin_reg,20.672133234616595,16.01663417469091
1,33A,1,3785,decision Tree,0.0,0.0
2,33A,1,3785,random forest,10.603385335426077,6.6870384986407085
0,15D,1,2915,lin_reg,32.20265604529851,24.03250403598424
1,15D,1,2915,decision Tree,0.0,0.0
2,15D,1,2915,random forest,19.13338283727721,12.217486338797814
0,41X,1,2501,lin_reg,37.77989323911707,27.726819815473174
1,41X,1,2501,decision Tree,0.8985108639519567,0.07321772639691715
2,41X,1,2501,random forest,23.59260202401013,13.905748233782916
0,31A,2,576,lin_reg,45.83179978438666,31.03035455460019
1,31A,2,576,decision Tree,5.302468425427903,0.9281333957015254
2,31A,2,576,random forest,26.27559569998089,14.879275628485113
0,41,2,7655,lin_reg,2.7891096839403285e-11,2.2311041902867146e-11
1,41,2,7655,decision Tree,0.0,0.0
2,41,2,7655,random forest,26.901569553549184,25.583333333333336
0,56A,1,397,lin_reg,41.923282587446835,30.23440995826551
1,56A,1,397,decision Tree,4.652864898221022,0.7438984812976749
2,56A,1,397,random forest,23.929546021226074,13.971046119740697
0,75,2,5129,lin_reg,31.729828427951574,25.269996798249444
1,75,2,5129,decision Tree,10.079496095319874,3.1202661729937513
2,75,2,5129,random forest,18.948153665896786,12.249655901199207
0,33A,1,5175,lin_reg,20.189077158307665,12.086379659718252
1,33A,1,5175,decision Tree,0.0,0.0
2,33A,1,5175,random forest,10.794175565863123,5.00551876379691
0,70D,2,1701,lin_reg,26.01787050522009,19.32839291872819
1,70D,2,1701,decision Tree,0.0,0.0
2,70D,2,1701,random forest,15.702899087600088,10.1651376146789
0,84X,1,4252,lin_reg,23.719773615914924,18.25471925067664
1,84X,1,4252,decision Tree,0.2854496128592251,0.02074074074074074
2,84X,1,4252,random forest,14.30927064309878,9.003456790123458
0,238,2,2960,lin_reg,67.55419128965102,45.61367550825339
1,238,2,2960,decision Tree,0.48614460820478106,0.025595238095238095
2,238,2,2960,random forest,34.38480332127486,17.575736531986532
0,220,1,1577,lin_reg,17.916640487193124,12.335449696090869
1,220,1,1577,decision Tree,1.763643276142102,0.2912642635834656
2,220,1,1577,random forest,10.011418024490762,5.702067334969454
0,41X,2,756,lin_reg,27.436677552016263,21.23481750902275
1,41X,2,756,decision Tree,8.641636128221181,3.099582680602576
2,41X,2,756,random forest,16.210601918081203,9.66003070910106
0,33,1,1630,lin_reg,29.10705176244576,22.735170766409762
1,33,1,1630,decision Tree,1.3519161602691936,0.1724272590506066
2,33,1,1630,random forest,16.933146687177125,10.619938779405505
0,51X,2,748,lin_reg,21.318087719249636,19.198648704460215
1,51X,2,748,decision Tree,0.0,0.0
2,51X,2,748,random forest,33.3384718261606,23.361111111111114
0,75,2,4569,lin_reg,23.31341279792562,16.980388374897778
1,75,2,4569,decision Tree,5.002924095162318,1.292000350318793
2,75,2,4569,random forest,13.753163726979158,8.372263584169044
0,25A,2,2242,lin_reg,31.898400020046026,24.49543940410126
1,25A,2,2242,decision Tree,8.710375636012374,2.5357084441955586
2,25A,2,2242,random forest,18.87118806600428,11.9728871186438
0,4,1,420,lin_reg,33.99782949949553,19.727144757329658
1,4,1,420,decision Tree,3.9492814416301107,0.8755181742797628
2,4,1,420,random forest,17.724027883059843,8.606365778938539
0,68,1,3387,lin_reg,50.097732419868805,18.239995181023982
