,Route,Direction,Model,RMSE,MAE
2,25X,2,random forest,29.553370382084964,15.400372142688159
0,29A,2,lin_reg,36.93541970810771,24.153344183050372
1,29A,2,decision Tree,22.95365785289741,14.268627783034338
2,29A,2,random forest,25.09026617609489,15.419865323445686
0,38A,2,lin_reg,126.04664261326042,47.54500444274833
1,38A,2,decision Tree,65.81647351379644,19.397897687540507
2,38A,2,random forest,81.81274358280264,25.320722349196902
0,122,1,lin_reg,54.48332664273863,32.36023214921192
1,122,1,decision Tree,31.346164614112183,17.57609445226233
2,122,1,random forest,34.495698676639925,19.180761796299645
0,27X,1,lin_reg,43.44819025235954,27.534105612396278
1,27X,1,decision Tree,15.247323105776129,8.390425295249456
2,27X,1,random forest,21.134617405976048,12.899171315121569
0,83A,2,lin_reg,50.11674559707112,25.555643687613518
1,83A,2,decision Tree,17.81148049658717,5.34082249876189
2,83A,2,random forest,30.92085451711067,12.340662923909337
0,66,2,lin_reg,67.4837930013771,35.16332993753911
1,66,2,decision Tree,30.859488566172963,13.112496527010906
2,66,2,random forest,37.571025563097265,16.80050771759478
0,32X,1,lin_reg,44.3131048546423,31.96630503365028
1,32X,1,decision Tree,10.960357261937103,4.165213235909755
2,32X,1,random forest,21.281788588212596,12.25699737032503
0,33B,2,lin_reg,106.92260922873845,40.651182487757325
1,33B,2,decision Tree,30.042574720611594,8.46086902107151
2,33B,2,random forest,50.655629550278704,16.628716649447874
0,118,2,lin_reg,61.184098373225446,40.06100642948842
1,118,2,decision Tree,12.537842107541449,2.9797302160782286
2,118,2,random forest,29.010974457620687,15.622999470920744
0,39X,1,lin_reg,70.96530288588394,47.08738904520411
1,39X,1,decision Tree,28.131224016176503,14.664646618063992
2,39X,1,random forest,39.362412984293954,24.309286938710606
0,236,1,lin_reg,59.48617588638402,38.7564986223669
1,236,1,decision Tree,0.674402441313598,0.0498272884283247
2,236,1,random forest,22.45617126301318,9.80491050296534
0,31A,1,lin_reg,41.53145612679226,22.801065253291988
1,31A,1,decision Tree,11.267708804428436,4.492397941033405
2,31A,1,random forest,22.454589661221384,10.49701172772732
0,145,1,lin_reg,53.405404236029646,30.33978534907587
1,145,1,decision Tree,38.323706745425035,21.136536232975082
2,145,1,random forest,40.203653589515895,21.707308173175434
0,151,2,lin_reg,47.62204662398009,29.346939231546802
1,151,2,decision Tree,29.553803478903834,16.78148599934608
2,151,2,random forest,32.83907045076608,18.673825498180584
0,41D,2,lin_reg,128.16233182699057,69.57972210759883
1,41D,2,decision Tree,0.0,0.0
2,41D,2,random forest,56.356902041783634,22.084097859327215
0,16,2,lin_reg,65.67146669614209,35.85552583244154
1,16,2,decision Tree,43.972655389782545,23.32585464387894
2,16,2,random forest,47.739200055419936,24.791957683264744
0,26,1,lin_reg,69.3325469064241,34.98652722257076
1,26,1,decision Tree,27.484224239203243,10.49025676321503
2,26,1,random forest,39.59957151665143,16.65960883886477
0,7,2,lin_reg,68.5506840793591,31.703326240928465
1,7,2,decision Tree,40.44335006690163,17.85304743278998
2,7,2,random forest,48.32081622028047,20.628023939434975
0,7A,2,lin_reg,56.248992884260105,31.122693115513563
1,7A,2,decision Tree,31.738023806360722,16.706888311003404
2,7A,2,random forest,37.085376908001436,18.889666128145457
0,15D,1,lin_reg,43.683648087596346,31.924482480764187
1,15D,1,decision Tree,0.8769528331010819,0.058457694203166384
2,15D,1,random forest,21.584705129023316,12.240424170243058
0,26,2,lin_reg,92.46936033656634,45.92985358991875
1,26,2,decision Tree,39.877110357073526,12.724248987579253
2,26,2,random forest,54.82797206174101,20.760681797871474
0,130,1,lin_reg,30.376815631851592,18.381418576794765
1,130,1,decision Tree,21.705955903161264,13.090734447366115
2,130,1,random forest,23.249557628025215,13.729599119566835
0,25A,2,lin_reg,58.655364854866896,33.182061891359034
1,25A,2,decision Tree,34.263683361272115,17.943586031782516
2,25A,2,random forest,39.057209000393264,20.226002882574843
0,18,1,lin_reg,50.39886559096387,28.47236230933201
1,18,1,decision Tree,27.000937689682058,13.533903760420143
2,18,1,random forest,32.26861437927747,16.389903087287646
0,15,1,lin_reg,114.73067928992175,43.553260580047315
1,15,1,decision Tree,75.98019716393011,27.212563353263413
2,15,1,random forest,80.9268732767998,28.241642424979783
0,38D,1,lin_reg,43.22636824526492,31.133254753546012
1,38D,1,decision Tree,2.9825530641819302,0.3583283255941
2,38D,1,random forest,20.420306118048583,12.125255797067458
0,53,2,lin_reg,54.09060028648265,27.611620817422335
1,53,2,decision Tree,8.764262149100656,2.055151605485094
2,53,2,random forest,30.801421405076507,12.151333709739756
0,69X,1,lin_reg,52.39374720777842,39.88305061037596
1,69X,1,decision Tree,1.2790170795749043,0.1119087951386088
2,69X,1,random forest,22.854731452712812,11.440089560198254
0,32X,2,lin_reg,50.489830667945924,34.32984831192856
1,32X,2,decision Tree,12.881311580765068,3.3792086726722106
2,32X,2,random forest,24.19788581571715,12.259899678505228
0,11,1,lin_reg,185.7807950997626,61.732266659642576
1,11,1,decision Tree,80.02225758753993,22.583231172497246
2,11,1,random forest,91.49946444481205,26.196413675596894
0,17,1,lin_reg,56.252718495072315,29.260797884450078
1,17,1,decision Tree,32.00268476057571,14.064736389207136
2,17,1,random forest,36.729851920062195,17.065225965598607
0,41C,2,lin_reg,53.926825528519075,30.118018447464138
1,41C,2,decision Tree,31.537759129017385,14.877644819383688
2,41C,2,random forest,36.132434373519175,17.208520623535044
0,15B,1,lin_reg,115.11515076729339,39.04641447308827
1,15B,1,decision Tree,78.61454316123343,22.01908750534206
2,15B,1,random forest,87.22253996116035,24.639866278147004
0,66A,2,lin_reg,68.9472929532013,33.738971930974444
1,66A,2,decision Tree,17.23078189114444,5.389641128819085
2,66A,2,random forest,34.89440066264367,14.330548841729714
0,39A,1,lin_reg,58.3415760018423,33.09981754229033
1,39A,1,decision Tree,36.06926604441467,19.85256106629865
2,39A,1,random forest,37.86820771037311,20.519333810063223
0,11,2,lin_reg,53.22120403945328,29.181905091290087
1,11,2,decision Tree,33.15966291744521,16.210303161301223
2,11,2,random forest,37.737802705294484,18.500895839144302
0,67X,2,lin_reg,46.90386261814798,33.61326985619585
1,67X,2,decision Tree,24.548618315617333,15.594037976485954
2,67X,2,random forest,27.817897837104052,18.086043997868405
0,69,2,lin_reg,51.29575355294531,27.582674828190868
1,69,2,decision Tree,19.54673577166029,8.712883576751334
2,69,2,random forest,28.54522954069349,13.349239667413578
0,25A,1,lin_reg,54.214981198771966,30.759100508740996
1,25A,1,decision Tree,29.757943888775984,16.904580475763527
2,25A,1,random forest,32.559456738157074,18.31657838316368
0,39A,2,lin_reg,53.291399554805245,29.519235771700576
1,39A,2,decision Tree,38.931317211866094,20.594273890978343
2,39A,2,random forest,39.93549930244598,21.07066500216122
0,38,1,lin_reg,76.73919396424965,35.61075594189048
1,38,1,decision Tree,39.48153680157328,16.15099709180984
2,38,1,random forest,49.530900302110204,20.24940755385647
0,61,1,lin_reg,49.851369810396214,28.719648918082473
1,61,1,decision Tree,15.055941404825578,6.565557457715681
2,61,1,random forest,26.348008721948695,13.667119062129343
0,68,2,lin_reg,49.87017307366133,24.995274322508845
1,68,2,decision Tree,18.007141800922376,7.623751828961542
2,68,2,random forest,28.937318641438786,12.652926168247209
0,68A,2,lin_reg,82.64765030886943,55.18054210135159
1,68A,2,decision Tree,7.218675430033287,0.8321663039054343
2,68A,2,random forest,41.411341528606066,20.518071211307927
0,41C,1,lin_reg,51.67349766328621,29.298681534496218
1,41C,1,decision Tree,28.46892899885046,15.097237587618169
2,41C,1,random forest,32.500707420118985,17.061898324078822
0,33A,1,lin_reg,60.61862219705878,34.22897195163556
1,33A,1,decision Tree,5.473322084407966,0.9716954737701684
2,33A,1,random forest,22.57899536082744,7.581612640603522
0,42D,2,lin_reg,38.985259943119544,24.23173276041388
1,42D,2,decision Tree,0.16425421799467685,0.008761156145091296
2,42D,2,random forest,17.62370036224632,8.181543653540706
0,33B,1,lin_reg,61.89349724567836,30.956266275065083
1,33B,1,decision Tree,20.799568696237383,6.947415002677801
2,33B,1,random forest,36.93528959447374,14.715693916824959
0,65B,2,lin_reg,133.88594211618823,42.55747724434392
1,65B,2,decision Tree,35.50643494210452,7.649360269668901
2,65B,2,random forest,62.12733555969924,15.845641922286418
0,49,1,lin_reg,49.27570009432732,29.8485760939364
1,49,1,decision Tree,26.59755881221668,13.904822311923091
2,49,1,random forest,31.668728917542172,16.860258592371135
0,76A,2,lin_reg,79.16175930497393,41.82226826853891
1,76A,2,decision Tree,5.31900020541289,1.195561411779348
2,76A,2,random forest,35.05333807548627,14.24135678678203
0,46A,1,lin_reg,55.440776042419756,32.74689391427136
1,46A,1,decision Tree,42.54097771933098,24.42647846005436
2,46A,1,random forest,43.327461612770925,24.734451259507143
0,142,2,lin_reg,77.28133537300565,43.628553764542076
1,142,2,decision Tree,24.619943479639474,11.294176364097416
2,142,2,random forest,32.872942301691694,17.024392979740025
0,116,2,lin_reg,51.70016889477231,37.036537042873015
1,116,2,decision Tree,3.675104396855242,0.5168096319995054
2,116,2,random forest,24.907410296506146,13.75027969217843
0,220,1,lin_reg,40.325424074645035,23.185656026408452
1,220,1,decision Tree,12.072499859083715,5.520471932174459
2,220,1,random forest,20.071471091002117,10.71256455465547
0,33,2,lin_reg,46.807442206962264,25.68360171517357
1,33,2,decision Tree,20.830258039369077,9.507771887402646
2,33,2,random forest,27.8112846587506,13.377436757414369
0,56A,1,lin_reg,43.98674905803382,24.21768355904248
1,56A,1,decision Tree,11.459381583812078,4.759980357413848
2,56A,1,random forest,22.488127190700098,11.028566532770315
0,41B,1,lin_reg,58.27947080835786,30.564515015111883
1,41B,1,decision Tree,9.25627858319243,2.9918913986708127
2,41B,1,random forest,26.736650233743262,11.800280729333204
0,41A,2,lin_reg,116.99296998802039,38.57921427707432
1,41A,2,decision Tree,9.198906683602909,2.5986920179508117
2,41A,2,random forest,35.01943517149973,12.828531687858398
0,45A,2,lin_reg,47.36349300341483,24.08346697756405
1,45A,2,decision Tree,26.821969185744546,12.212017963471206
2,45A,2,random forest,31.730270981410573,14.211190269597367
0,39,2,lin_reg,57.047780913560146,27.834335683006582
1,39,2,decision Tree,35.422692832606224,16.442776269587142
2,39,2,random forest,40.89170157719418,18.340980422428256
0,27A,1,lin_reg,26.746702941263184,17.109423324905155
1,27A,1,decision Tree,14.819107012389521,8.00719659143693
2,27A,1,random forest,17.960144423157775,10.442305658258585
0,47,2,lin_reg,152.5756789389918,59.2284637198341
1,47,2,decision Tree,37.67219891056206,9.01753347978778
2,47,2,random forest,68.26186874665001,19.523070371351555
0,15A,2,lin_reg,56.75436045375133,33.17929510212198
1,15A,2,decision Tree,34.389833811304804,18.838386180384003
2,15A,2,random forest,37.970763891420575,20.71403863602106
0,102,1,lin_reg,49.3138172012692,26.713477431718875
1,102,1,decision Tree,25.28246733676244,10.88944349205444
2,102,1,random forest,30.700189745854324,13.971829357031098
0,40D,1,lin_reg,58.96750310324168,26.685218372634797
1,40D,1,decision Tree,34.92335026763614,13.516062547513371
2,40D,1,random forest,40.41538792311142,15.344572749351968
0,14C,2,lin_reg,21.742049526875682,15.25369283258187
1,14C,2,decision Tree,7.154421354936049,3.216595009178149
2,14C,2,random forest,11.605189102489813,6.92939726476201
0,27B,2,lin_reg,54.33834614575649,27.538289154945424
1,27B,2,decision Tree,31.87289230847045,15.959490295039986
2,27B,2,random forest,35.205098918159365,17.569606916181776
0,25D,2,lin_reg,109.2919642444285,51.0224954409583
1,25D,2,decision Tree,49.81803945506144,13.140299499891483
2,25D,2,random forest,67.00129923546304,25.764009043682318
0,41,1,lin_reg,59.71733329401898,33.68296806915312
1,41,1,decision Tree,35.22211271577301,18.614214460637076
2,41,1,random forest,38.96447375738142,20.171912731553455
0,53,1,lin_reg,173.74740064090457,53.188319637144524
1,53,1,decision Tree,68.14724485797504,7.766663356675448
2,53,1,random forest,107.93060538812458,23.564956666737093
0,102,2,lin_reg,43.09284278104861,25.110822104932083
1,102,2,decision Tree,21.77409589314879,11.475271779564233
2,102,2,random forest,25.885002349207216,13.848185344290172
0,40,1,lin_reg,51.55420014581565,29.986579289806564
1,40,1,decision Tree,34.59344778317615,19.551466842235047
2,40,1,random forest,36.248406255797704,20.210425499929872
0,7B,1,lin_reg,35.30962650837834,26.357795899103692
1,7B,1,decision Tree,21.03950491201304,14.145845181940711
2,7B,1,random forest,23.756250490367673,16.33610638419163
0,161,1,lin_reg,41.44569151834712,26.665324462407973
1,161,1,decision Tree,0.0,0.0
2,161,1,random forest,20.987105846809673,9.686375321336762
0,46A,2,lin_reg,73.16398364015036,35.15052266795737
1,46A,2,decision Tree,55.06051229246779,26.117384240127173
2,46A,2,random forest,57.25274090854482,26.5852718550723
0,75,2,lin_reg,44.28722459950627,26.88757800711846
1,75,2,decision Tree,24.022734273665833,12.926018149183836
2,75,2,random forest,27.390398327831658,14.976664154583197
0,123,2,lin_reg,64.16476211130751,34.42081079521097
1,123,2,decision Tree,45.22667813358924,21.008737314808272
2,123,2,random forest,47.9971846895541,22.131875215566797
0,33E,1,lin_reg,48.68836064819613,33.78544812845006
1,33E,1,decision Tree,0.0,0.0
2,33E,1,random forest,15.345624121195943,7.842198581560283
0,44B,1,lin_reg,59.15887967599148,25.654469992546147
1,44B,1,decision Tree,4.2062875029111995,1.1985735395546433
2,44B,1,random forest,31.43047597349451,10.092646458062005
0,42,1,lin_reg,37.36370416779837,21.923358809844068
1,42,1,decision Tree,21.873120059781982,11.648935564647745
2,42,1,random forest,25.17289130208397,13.632106403002075
0,70,2,lin_reg,110.09914751479025,40.51756457089649
1,70,2,decision Tree,44.94447933774232,13.036598922976042
2,70,2,random forest,63.84926084223967,20.259835090334985
0,66,1,lin_reg,58.020436332756034,32.41625002354758
1,66,1,decision Tree,27.38761332399846,14.790742239337318
2,66,1,random forest,31.76331831155059,17.213427568808235
0,79A,1,lin_reg,37.01904593808388,20.990701538152276
1,79A,1,decision Tree,18.305198991066455,9.392034137312892
2,79A,1,random forest,23.97829898744561,12.486711170140396
0,42D,1,lin_reg,46.98218977860508,27.83192173411396
1,42D,1,decision Tree,0.20521312074261946,0.01295045045045045
2,42D,1,random forest,21.612161913464924,9.991272522522523
